P_peak_amplitude,P_peak_interval,R_peak_amplitude,R_peak_interval,T_peak_amplitude,T_peak_interval,PR_interval,RT_interval,DCT_coeff_mean,DCT_coeff_std,DWT_approx_mean,DWT_approx_std
19.276282594235937,174.92307692307693,1172.3338020243934,174.86153846153846,334.2855293355726,174.86153846153846,-30.931297709923665,48.10687022900763,22.22722118344776,13301.698617744467,2.5246553081548075,558.233507658024
