P_peak_amplitude,P_peak_interval,R_peak_amplitude,R_peak_interval,T_peak_amplitude,T_peak_interval,PR_interval,RT_interval,DCT_coeff_mean,DCT_coeff_std,DWT_approx_mean,DWT_approx_std
29.059422825014952,204.99107142857142,1072.7975279901873,205.0,533.9178106272262,205.0,-25.13274336283186,53.36607142857143,22.22722118344776,13301.698617744467,1.1489224816356065,795.3190920934458
